input	reason	matches	symbol	organism.shortName	name	length	secondaryIdentifier	primaryIdentifier	class
RCY1	OTHER	1	RCY1	S. cerevisiae	ReCYcling	2523	YJL204C	S000003740	ORF
MLH3	OTHER	1	MLH3	S. cerevisiae	MutL Homolog	2148	YPL164C	S000006085	ORF
ENT1	OTHER	1	ENT1	S. cerevisiae	Epsin N-Terminal homology	1365	YDL161W	S000002320	ORF
KTR6	OTHER	1	KTR6	S. cerevisiae	Kre Two Related	1341	YPL053C	S000005974	ORF
YOR378W	OTHER	1	AMF1	S. cerevisiae	AMmonium Facilitator	1548	YOR378W	S000005905	ORF
ROY1	OTHER	1	ROY1	S. cerevisiae	Repressor Of Ypt52	1662	YMR258C	S000004871	ORF
PSF3	OTHER	1	PSF3	S. cerevisiae	Partner of Sld Five	585	YOL146W	S000005506	ORF
ASI2	OTHER	1	ASI2	S. cerevisiae	Amino acid Sensor-Independent	870	YNL159C	S000005103	ORF
MSC7	OTHER	1	MSC7	S. cerevisiae	Meiotic Sister-Chromatid recombination	1935	YHR039C	S000001081	ORF
MCM22	OTHER	1	MCM22	S. cerevisiae	MiniChromosome Maintenance	720	YJR135C	S000003896	ORF
MSS4	OTHER	1	MSS4	S. cerevisiae	Multicopy Suppressor of Stt4 mutation	2340	YDR208W	S000002616	ORF
UIP5	OTHER	1	UIP5	S. cerevisiae	Ulp1 Interacting Protein	1332	YKR044W	S000001752	ORF
CPR2	OTHER	1	CPR2	S. cerevisiae	Cyclosporin A-sensitive Proline Rotamase	618	YHR057C	S000001099	ORF
PMP1	OTHER	1	PMP1	S. cerevisiae	Plasma Membrane Proteolipid	123	YCR024C-A	S000000619	ORF
YPL066W	OTHER	1	RGL1	S. cerevisiae	Rho1 GEF Localizing	1440	YPL066W	S000005987	ORF
TUM1	OTHER	1	TUM1	S. cerevisiae	ThioUridine Modification	915	YOR251C	S000005777	ORF
YOR389W	OTHER	1		S. cerevisiae		1875	YOR389W	S000005916	ORF
NDC1	OTHER	1	NDC1	S. cerevisiae	Nuclear Division Cycle	1968	YML031W	S000004493	ORF
YPL014W	OTHER	1	CIP1	S. cerevisiae	Cdk1 Interacting Protein	1146	YPL014W	S000005935	ORF
APD1	OTHER	1	APD1	S. cerevisiae	Actin Patches Distal	951	YBR151W	S000000355	ORF
ALG6	OTHER	1	ALG6	S. cerevisiae	Asparagine-Linked Glycosylation	1635	YOR002W	S000005528	ORF
YGL176C	OTHER	1		S. cerevisiae		1665	YGL176C	S000003144	ORF
SUR2	OTHER	1	SUR2	S. cerevisiae	SUppressor of Rvs161 and rvs167 mutations	1050	YDR297W	S000002705	ORF
YHR162W	OTHER	1	MPC2	S. cerevisiae	Mitochondrial Pyruvate Carrier	390	YHR162W	S000001205	ORF
TOS2	OTHER	1	TOS2	S. cerevisiae	Target Of Sbf	1869	YGR221C	S000003453	ORF
FAS2	OTHER	1	FAS2	S. cerevisiae	Fatty Acid Synthetase	5664	YPL231W	S000006152	ORF
FAB1	OTHER	1	FAB1	S. cerevisiae	Forms Aploid and Binucleate cells	6837	YFR019W	S000001915	ORF
MSP1	OTHER	1	MSP1	S. cerevisiae	Mitochondrial Sorting of Proteins	1089	YGR028W	S000003260	ORF
DAN4	OTHER	1	DAN4	S. cerevisiae	Delayed ANaerobic	3486	YJR151C	S000003912	ORF
YER186C	OTHER	1		S. cerevisiae		921	YER186C	S000000988	ORF
PLB3	OTHER	1	PLB3	S. cerevisiae	PhosphoLipase B	2061	YOL011W	S000005371	ORF
YMR111C	OTHER	1	EUC1	S. cerevisiae	Enriches Ubiquitin on Chromatin	1389	YMR111C	S000004717	ORF
RAD16	OTHER	1	RAD16	S. cerevisiae	RADiation sensitive	2373	YBR114W	S000000318	ORF
CSM1	OTHER	1	CSM1	S. cerevisiae	Chromosome Segregation in Meiosis	573	YCR086W	S000000682	ORF
TYW3	OTHER	1	TYW3	S. cerevisiae	Trna-YW synthesizing protein	822	YGL050W	S000003018	ORF
CDC45	OTHER	1	CDC45	S. cerevisiae	Cell Division Cycle	1953	YLR103C	S000004093	ORF
RPN5	OTHER	1	RPN5	S. cerevisiae	Regulatory Particle Non-ATPase	1338	YDL147W	S000002306	ORF
PUF2	OTHER	1	PUF2	S. cerevisiae	PUmilio-homology domain Family	3228	YPR042C	S000006246	ORF
ACB1	OTHER	1	ACB1	S. cerevisiae	Acyl-CoA-Binding	264	YGR037C	S000003269	ORF
BRN1	OTHER	1	BRN1	S. cerevisiae	homolog of BaRreN	2265	YBL097W	S000000193	ORF
TUP1	OTHER	1	TUP1	S. cerevisiae	dTMP-UPtake	2142	YCR084C	S000000680	ORF
CDC5	OTHER	1	CDC5	S. cerevisiae	Cell Division Cycle	2118	YMR001C	S000004603	ORF
RER2	OTHER	1	RER2	S. cerevisiae	Retention in the Endoplasmic Reticulum	861	YBR002C	S000000206	ORF
YBL010C	OTHER	1	LAA2	S. cerevisiae	Large Adaptin Accessory	843	YBL010C	S000000106	ORF
APM1	OTHER	1	APM1	S. cerevisiae	clathrin Adaptor Protein complex Medium chain	1428	YPL259C	S000006180	ORF
SGS1	OTHER	1	SGS1	S. cerevisiae	Slow Growth Suppressor	4344	YMR190C	S000004802	ORF
GEF1	OTHER	1	GEF1	S. cerevisiae	Glycerol Ethanol, Ferric requiring	2340	YJR040W	S000003801	ORF
HIR3	OTHER	1	HIR3	S. cerevisiae	HIstone Regulation	4947	YJR140C	S000003901	ORF
YNL010W	OTHER	1	PYP1	S. cerevisiae	PolYol Phosphatase	726	YNL010W	S000004955	ORF
CLN3	OTHER	1	CLN3	S. cerevisiae	CycLiN	1743	YAL040C	S000000038	ORF
SWI6	OTHER	1	SWI6	S. cerevisiae	SWItching deficient	2412	YLR182W	S000004172	ORF
SVF1	OTHER	1	SVF1	S. cerevisiae	SurVival Factor	1446	YDR346C	S000002754	ORF
SET4	OTHER	1	SET4	S. cerevisiae	SET domain-containing	1683	YJL105W	S000003641	ORF
GWT1	OTHER	1	GWT1	S. cerevisiae	GPI-anchored Wall protein Transfer	1473	YJL091C	S000003627	ORF
AIM22	OTHER	1	AIM22	S. cerevisiae	Altered Inheritance rate of Mitochondria	1230	YJL046W	S000003582	ORF
SPC105	OTHER	1	SPC105	S. cerevisiae	Spindle Pole Component	2754	YGL093W	S000003061	ORF
TIM44	OTHER	1	TIM44	S. cerevisiae	Translocase of the Inner Mitochondrial membrane	1296	YIL022W	S000001284	ORF
YPR1	OTHER	1	YPR1	S. cerevisiae	Yeast Putative Reductase	939	YDR368W	S000002776	ORF
TUL1	OTHER	1	TUL1	S. cerevisiae	Transmembrane Ubiquitin Ligase	2277	YKL034W	S000001517	ORF
CDC20	OTHER	1	CDC20	S. cerevisiae	Cell Division Cycle	1833	YGL116W	S000003084	ORF
IMD4	OTHER	1	IMD4	S. cerevisiae	IMP Dehydrogenase	1983	YML056C	S000004520	ORF
BEM1	OTHER	1	BEM1	S. cerevisiae	Bud EMergence	1656	YBR200W	S000000404	ORF
ESC8	OTHER	1	ESC8	S. cerevisiae	Establishes Silent Chromatin	2145	YOL017W	S000005377	ORF
MMR1	OTHER	1	MMR1	S. cerevisiae	Mitochondrial Myo2p Receptor-related	1476	YLR190W	S000004180	ORF
CST6	OTHER	1	CST6	S. cerevisiae	Chromosome STability	1764	YIL036W	S000001298	ORF
NVJ1	OTHER	1	NVJ1	S. cerevisiae	Nucleus-Vacuole Junction	966	YHR195W	S000001238	ORF
OST1	OTHER	1	OST1	S. cerevisiae	OligoSaccharylTransferase	1431	YJL002C	S000003539	ORF
WSC4	OTHER	1	WSC4	S. cerevisiae	cell Wall integrity and Stress response Component	1818	YHL028W	S000001020	ORF
GAL80	OTHER	1	GAL80	S. cerevisiae	GALactose metabolism	1308	YML051W	S000004515	ORF
TOS2	OTHER	1	TOS2	S. cerevisiae	Target Of Sbf	1869	YGR221C	S000003453	ORF
GMH1	OTHER	1	GMH1	S. cerevisiae	Gea1-6 Membrane-associated High-copy suppressor	822	YKR030W	S000001738	ORF
MYO3	OTHER	1	MYO3	S. cerevisiae	MYOsin	3819	YKL129C	S000001612	ORF
YHR162W	OTHER	1	MPC2	S. cerevisiae	Mitochondrial Pyruvate Carrier	390	YHR162W	S000001205	ORF
ARP9	OTHER	1	ARP9	S. cerevisiae	Actin-Related Protein	1490	YMR033W	S000004636	ORF
PRY3	OTHER	1	PRY3	S. cerevisiae	Pathogen Related in Yeast	2646	YJL078C	S000003614	ORF
YOX1	OTHER	1	YOX1	S. cerevisiae	Yeast homeobOX	1158	YML027W	S000004489	ORF
YOR389W	OTHER	1		S. cerevisiae		1875	YOR389W	S000005916	ORF
TSC10	OTHER	1	TSC10	S. cerevisiae	Temperature-sensitive Suppressors of Csg2 mutants	963	YBR265W	S000000469	ORF
PDS5	OTHER	1	PDS5	S. cerevisiae	Precocious Dissociation of Sisters	3834	YMR076C	S000004681	ORF
YMR018W	OTHER	1	PEX9	S. cerevisiae	PEroXin	1545	YMR018W	S000004620	ORF
YIF1	OTHER	1	YIF1	S. cerevisiae	YIP1-Interacting Factor	945	YNL263C	S000005207	ORF
JEM1	OTHER	1	JEM1	S. cerevisiae	DnaJ-like protein of the ER Membrane	1938	YJL073W	S000003609	ORF
JLP2	OTHER	1	JLP2	S. cerevisiae	dnaJ-Like Protein	627	YMR132C	S000004739	ORF
MCM3	OTHER	1	MCM3	S. cerevisiae	MiniChromosome Maintenance	2916	YEL032W	S000000758	ORF
ZRG8	OTHER	1	ZRG8	S. cerevisiae	Zinc Regulated Gene	3231	YER033C	S000000835	ORF
YPR117W	OTHER	1	HOB2	S. cerevisiae	ortholog of Drosophila HOBbit	7470	YPR117W	S000006321	ORF
NUP133	OTHER	1	NUP133	S. cerevisiae	NUclear Pore	3474	YKR082W	S000001790	ORF
LAC1	OTHER	1	LAC1	S. cerevisiae	Longevity-Assurance gene Cognate (LAG1 Cognate)	1257	YKL008C	S000001491	ORF
POR2	OTHER	1	POR2	S. cerevisiae	PORin	846	YIL114C	S000001376	ORF
CMD1	OTHER	1	CMD1	S. cerevisiae	CalMoDulin	444	YBR109C	S000000313	ORF
MTW1	OTHER	1	MTW1	S. cerevisiae	Mis TWelve-like	870	YAL034W-A	S000000032	ORF
MPS1	OTHER	1	MPS1	S. cerevisiae	MonoPolar Spindle	2295	YDL028C	S000002186	ORF
SHB17	OTHER	1	SHB17	S. cerevisiae	SedoHeptulose 1,7-Bisphosphatase	816	YKR043C	S000001751	ORF
HLJ1	OTHER	1	HLJ1	S. cerevisiae	HomoLogous to E. coli dnaJ protein	675	YMR161W	S000004771	ORF
CIT2	OTHER	1	CIT2	S. cerevisiae	CITrate synthase	1383	YCR005C	S000000598	ORF
EMP24	OTHER	1	EMP24	S. cerevisiae	EndoMembrane Protein	612	YGL200C	S000003168	ORF
MET32	OTHER	1	MET32	S. cerevisiae	METhionine requiring	576	YDR253C	S000002661	ORF
KIN1	OTHER	1	KIN1	S. cerevisiae	KINase	3195	YDR122W	S000002529	ORF
PEX11	OTHER	1	PEX11	S. cerevisiae	PEroXin	711	YOL147C	S000005507	ORF
YNL010W	OTHER	1	PYP1	S. cerevisiae	PolYol Phosphatase	726	YNL010W	S000004955	ORF
VPS45	OTHER	1	VPS45	S. cerevisiae	Vacuolar Protein Sorting	1734	YGL095C	S000003063	ORF
SKS1	OTHER	1	SKS1	S. cerevisiae	Suppressor Kinase of SNF3	1509	YPL026C	S000005947	ORF
ABZ1	OTHER	1	ABZ1	S. cerevisiae	para-AminoBenZoic acid (PABA) biosynthesis	2364	YNR033W	S000005316	ORF
PAF1	OTHER	1	PAF1	S. cerevisiae	RNA Polymerase II Associated Factor	1338	YBR279W	S000000483	ORF
IML3	OTHER	1	IML3	S. cerevisiae	Increased Minichromosome Loss	738	YBR107C	S000000311	ORF
ARP9	OTHER	1	ARP9	S. cerevisiae	Actin-Related Protein	1490	YMR033W	S000004636	ORF
GET1	OTHER	1	GET1	S. cerevisiae	Guided Entry of Tail-anchored proteins	708	YGL020C	S000002988	ORF
SKS1	OTHER	1	SKS1	S. cerevisiae	Suppressor Kinase of SNF3	1509	YPL026C	S000005947	ORF
YEF1	OTHER	1	YEF1	S. cerevisiae		1488	YEL041W	S000000767	ORF
MNN5	OTHER	1	MNN5	S. cerevisiae	MaNNosyltransferase	1761	YJL186W	S000003722	ORF
RTT106	OTHER	1	RTT106	S. cerevisiae	Regulator of Ty1 Transposition	1368	YNL206C	S000005150	ORF
YGL039W	OTHER	1		S. cerevisiae		1047	YGL039W	S000003007	ORF
YNL165W	OTHER	1		S. cerevisiae		1221	YNL165W	S000005109	ORF
VTC3	OTHER	1	VTC3	S. cerevisiae	Vacuolar Transporter Chaperone	2508	YPL019C	S000005940	ORF
HSL7	OTHER	1	HSL7	S. cerevisiae	Histone Synthetic Lethal	2484	YBR133C	S000000337	ORF
CIT2	OTHER	1	CIT2	S. cerevisiae	CITrate synthase	1383	YCR005C	S000000598	ORF
ERP4	OTHER	1	ERP4	S. cerevisiae	Emp24p/Erv25p Related Protein	624	YOR016C	S000005542	ORF
YAR029W	OTHER	1		S. cerevisiae		225	YAR029W	S000000077	ORF
CSM3	OTHER	1	CSM3	S. cerevisiae	Chromosome Segregation in Meiosis	954	YMR048W	S000004651	ORF
RAD17	OTHER	1	RAD17	S. cerevisiae	RADiation sensitive	1206	YOR368W	S000005895	ORF
GYP1	OTHER	1	GYP1	S. cerevisiae	Gtpase-activating protein for YPt1p	1914	YOR070C	S000005596	ORF
CSM3	OTHER	1	CSM3	S. cerevisiae	Chromosome Segregation in Meiosis	954	YMR048W	S000004651	ORF
GAP1	OTHER	1	GAP1	S. cerevisiae	General Amino acid Permease	1809	YKR039W	S000001747	ORF
PEX11	OTHER	1	PEX11	S. cerevisiae	PEroXin	711	YOL147C	S000005507	ORF
HEK2	OTHER	1	HEK2	S. cerevisiae	HEterogeneous nuclear rnp K-like gene	1146	YBL032W	S000000128	ORF
VPS45	OTHER	1	VPS45	S. cerevisiae	Vacuolar Protein Sorting	1734	YGL095C	S000003063	ORF
MET32	OTHER	1	MET32	S. cerevisiae	METhionine requiring	576	YDR253C	S000002661	ORF
CMD1	OTHER	1	CMD1	S. cerevisiae	CalMoDulin	444	YBR109C	S000000313	ORF
SAP155	OTHER	1	SAP155	S. cerevisiae	Sit4 Associated Protein	3009	YFR040W	S000001936	ORF
IRC8	OTHER	1	IRC8	S. cerevisiae	Increased Recombination Centers	2469	YJL051W	S000003587	ORF
MCM2	OTHER	1	MCM2	S. cerevisiae	MiniChromosome Maintenance	2607	YBL023C	S000000119	ORF
UTR1	OTHER	1	UTR1	S. cerevisiae	Unidentified TRanscript	1593	YJR049C	S000003810	ORF
YEL074W	OTHER	1		S. cerevisiae		339	YEL074W	S000000800	ORF
YDR307W	OTHER	1	PMT7	S. cerevisiae		1989	YDR307W	S000002715	ORF
YLR001C	OTHER	1		S. cerevisiae		2589	YLR001C	S000003991	ORF
PHO13	OTHER	1	PHO13	S. cerevisiae	PHOsphate metabolism	939	YDL236W	S000002395	ORF
ICP55	OTHER	1	ICP55	S. cerevisiae	Intermediate Cleaving Peptidase	1536	YER078C	S000000880	ORF
YNL165W	OTHER	1		S. cerevisiae		1221	YNL165W	S000005109	ORF
APD1	OTHER	1	APD1	S. cerevisiae	Actin Patches Distal	951	YBR151W	S000000355	ORF
GLO3	OTHER	1	GLO3	S. cerevisiae	GLyOxalase	1482	YER122C	S000000924	ORF
YDR307W	OTHER	1	PMT7	S. cerevisiae		1989	YDR307W	S000002715	ORF
UME6	OTHER	1	UME6	S. cerevisiae	Unscheduled Meiotic gene Expression	2511	YDR207C	S000002615	ORF
ALG6	OTHER	1	ALG6	S. cerevisiae	Asparagine-Linked Glycosylation	1635	YOR002W	S000005528	ORF
RAD17	OTHER	1	RAD17	S. cerevisiae	RADiation sensitive	1206	YOR368W	S000005895	ORF
YMR111C	OTHER	1	EUC1	S. cerevisiae	Enriches Ubiquitin on Chromatin	1389	YMR111C	S000004717	ORF
CDC20	OTHER	1	CDC20	S. cerevisiae	Cell Division Cycle	1833	YGL116W	S000003084	ORF
ALG7	OTHER	1	ALG7	S. cerevisiae	Asparagine-Linked Glycosylation	1347	YBR243C	S000000447	ORF
YER034W	OTHER	1		S. cerevisiae		558	YER034W	S000000836	ORF
HSL7	OTHER	1	HSL7	S. cerevisiae	Histone Synthetic Lethal	2484	YBR133C	S000000337	ORF
HEK2	OTHER	1	HEK2	S. cerevisiae	HEterogeneous nuclear rnp K-like gene	1146	YBL032W	S000000128	ORF
USE1	OTHER	1	USE1	S. cerevisiae	Unconventional SNARE in the ER	738	YGL098W	S000003066	ORF
CDC5	OTHER	1	CDC5	S. cerevisiae	Cell Division Cycle	2118	YMR001C	S000004603	ORF
SWI6	OTHER	1	SWI6	S. cerevisiae	SWItching deficient	2412	YLR182W	S000004172	ORF
SNC1	OTHER	1	SNC1	S. cerevisiae	Suppressor of the Null allele of CAP	467	YAL030W	S000000028	ORF
SPP41	OTHER	1	SPP41	S. cerevisiae	Suppressor of PrP4	4308	YDR464W	S000002872	ORF
CTF4	OTHER	1	CTF4	S. cerevisiae	Chromosome Transmission Fidelity	2784	YPR135W	S000006339	ORF
ASI2	OTHER	1	ASI2	S. cerevisiae	Amino acid Sensor-Independent	870	YNL159C	S000005103	ORF
BRN1	OTHER	1	BRN1	S. cerevisiae	homolog of BaRreN	2265	YBL097W	S000000193	ORF
DIN7	OTHER	1	DIN7	S. cerevisiae	DNA Damage INducible	1293	YDR263C	S000002671	ORF
GAP1	OTHER	1	GAP1	S. cerevisiae	General Amino acid Permease	1809	YKR039W	S000001747	ORF
YBL068W-A	OTHER	1		S. cerevisiae		237	YBL068W-A	S000028530	ORF
LDH1	OTHER	1	LDH1	S. cerevisiae	Lipid Droplet Hydrolase	1128	YBR204C	S000000408	ORF
CDC45	OTHER	1	CDC45	S. cerevisiae	Cell Division Cycle	1953	YLR103C	S000004093	ORF
QCR2	OTHER	1	QCR2	S. cerevisiae	QH2:cytochrome-C oxidoReductase	1107	YPR191W	S000006395	ORF
YPR063C	OTHER	1		S. cerevisiae		509	YPR063C	S000006267	ORF
RER2	OTHER	1	RER2	S. cerevisiae	Retention in the Endoplasmic Reticulum	861	YBR002C	S000000206	ORF
VTC3	OTHER	1	VTC3	S. cerevisiae	Vacuolar Transporter Chaperone	2508	YPL019C	S000005940	ORF
DBP8	OTHER	1	DBP8	S. cerevisiae	Dead Box Protein	1296	YHR169W	S000001212	ORF
CPR6	OTHER	1	CPR6	S. cerevisiae	Cyclosporin-sensitive Proline Rotamase	1116	YLR216C	S000004206	ORF
IMD4	OTHER	1	IMD4	S. cerevisiae	IMP Dehydrogenase	1983	YML056C	S000004520	ORF
MGS1	OTHER	1	MGS1	S. cerevisiae	Maintenance of Genome Stability	1764	YNL218W	S000005162	ORF
YMR018W	OTHER	1	PEX9	S. cerevisiae	PEroXin	1545	YMR018W	S000004620	ORF
YBP2	OTHER	1	YBP2	S. cerevisiae	Yap1-Binding Protein	1926	YGL060W	S000003028	ORF
POR2	OTHER	1	POR2	S. cerevisiae	PORin	846	YIL114C	S000001376	ORF
SCW11	OTHER	1	SCW11	S. cerevisiae	Soluble Cell Wall protein	1629	YGL028C	S000002996	ORF
YLR049C	OTHER	1	MLO50	S. cerevisiae	Mitochondrially LOcalized protein of 50 kDa	1287	YLR049C	S000004039	ORF
ESC8	OTHER	1	ESC8	S. cerevisiae	Establishes Silent Chromatin	2145	YOL017W	S000005377	ORF
YPR117W	OTHER	1	HOB2	S. cerevisiae	ortholog of Drosophila HOBbit	7470	YPR117W	S000006321	ORF
YDR444W	OTHER	1		S. cerevisiae		2064	YDR444W	S000002852	ORF
WSC4	OTHER	1	WSC4	S. cerevisiae	cell Wall integrity and Stress response Component	1818	YHL028W	S000001020	ORF
SPC105	OTHER	1	SPC105	S. cerevisiae	Spindle Pole Component	2754	YGL093W	S000003061	ORF
TUL1	OTHER	1	TUL1	S. cerevisiae	Transmembrane Ubiquitin Ligase	2277	YKL034W	S000001517	ORF
BUG1	OTHER	1	BUG1	S. cerevisiae	Binder of USO1 and GRH1	1026	YDL099W	S000002257	ORF
SGS1	OTHER	1	SGS1	S. cerevisiae	Slow Growth Suppressor	4344	YMR190C	S000004802	ORF
ABZ1	OTHER	1	ABZ1	S. cerevisiae	para-AminoBenZoic acid (PABA) biosynthesis	2364	YNR033W	S000005316	ORF
EMP24	OTHER	1	EMP24	S. cerevisiae	EndoMembrane Protein	612	YGL200C	S000003168	ORF
AIM45	OTHER	1	AIM45	S. cerevisiae	Altered Inheritance rate of Mitochondria	1035	YPR004C	S000006208	ORF
DSS4	OTHER	1	DSS4	S. cerevisiae	Dominant Suppressor of Sec4	432	YPR017C	S000006221	ORF
DCW1	OTHER	1	DCW1	S. cerevisiae	Defective Cell Wall	1350	YKL046C	S000001529	ORF
MHT1	OTHER	1	MHT1	S. cerevisiae	S-Methylmethionine-Homocysteine methylTransferase	975	YLL062C	S000003985	ORF
EXO5	OTHER	1	EXO5	S. cerevisiae	EXOnuclease V	1758	YBR163W	S000000367	ORF
YBL010C	OTHER	1	LAA2	S. cerevisiae	Large Adaptin Accessory	843	YBL010C	S000000106	ORF
TUP1	OTHER	1	TUP1	S. cerevisiae	dTMP-UPtake	2142	YCR084C	S000000680	ORF
GCR1	OTHER	1	GCR1	S. cerevisiae	GlyColysis Regulation	3109	YPL075W	S000005996	ORF
OSM1	OTHER	1	OSM1	S. cerevisiae	OSMotic sensitivity	1506	YJR051W	S000003812	ORF
MTW1	OTHER	1	MTW1	S. cerevisiae	Mis TWelve-like	870	YAL034W-A	S000000032	ORF
RSC4	OTHER	1	RSC4	S. cerevisiae	Remodel the Structure of Chromatin	1878	YKR008W	S000001716	ORF
ATG26	OTHER	1	ATG26	S. cerevisiae	AuTophaGy related	3597	YLR189C	S000004179	ORF
KTR6	OTHER	1	KTR6	S. cerevisiae	Kre Two Related	1341	YPL053C	S000005974	ORF
BLM10	OTHER	1	BLM10	S. cerevisiae	BLeoMycin resistance	6432	YFL007W	S000001887	ORF
HLJ1	OTHER	1	HLJ1	S. cerevisiae	HomoLogous to E. coli dnaJ protein	675	YMR161W	S000004771	ORF
SHB17	OTHER	1	SHB17	S. cerevisiae	SedoHeptulose 1,7-Bisphosphatase	816	YKR043C	S000001751	ORF
RTT105	OTHER	1	RTT105	S. cerevisiae	Regulator of Ty1 Transposition	627	YER104W	S000000906	ORF
YNL058C	OTHER	1		S. cerevisiae		951	YNL058C	S000005003	ORF
EXO1	OTHER	1	EXO1	S. cerevisiae	EXOnuclease	2109	YOR033C	S000005559	ORF
SWM2	OTHER	1	SWM2	S. cerevisiae	Synthetic With mud2-delta	441	YNR004W	S000005287	ORF
YCK1	OTHER	1	YCK1	S. cerevisiae	Yeast Casein Kinase I homolog	1617	YHR135C	S000001177	ORF
OPY2	OTHER	1	OPY2	S. cerevisiae	Overproduction-induced Pheromone-resistant Yeast	1083	YPR075C	S000006279	ORF
DBF2	OTHER	1	DBF2	S. cerevisiae	DumbBell Former	1719	YGR092W	S000003324	ORF
OKP1	OTHER	1	OKP1	S. cerevisiae	Outer Kinetochore Protein	1221	YGR179C	S000003411	ORF
MSH5	OTHER	1	MSH5	S. cerevisiae	MutS Homolog	2706	YDL154W	S000002313	ORF
GFD1	OTHER	1	GFD1	S. cerevisiae	Good For Dbp5p	567	YMR255W	S000004868	ORF
MDM20	OTHER	1	MDM20	S. cerevisiae	Mitochondrial Distribution and Morphology	2391	YOL076W	S000005436	ORF
SKT5	OTHER	1	SKT5	S. cerevisiae		2091	YBL061C	S000000157	ORF
AIM44	OTHER	1	AIM44	S. cerevisiae	Altered Inheritance rate of Mitochondria	2277	YPL158C	S000006079	ORF
LIP5	OTHER	1	LIP5	S. cerevisiae	LIPoic acid	1245	YOR196C	S000005722	ORF
WHI3	OTHER	1	WHI3	S. cerevisiae	WHIskey	1986	YNL197C	S000005141	ORF
SET1	OTHER	1	SET1	S. cerevisiae	SET domain-containing	3243	YHR119W	S000001161	ORF
ECM10	OTHER	1	ECM10	S. cerevisiae	ExtraCellular Mutant	1935	YEL030W	S000000756	ORF
MPM1	OTHER	1	MPM1	S. cerevisiae	Mitochondrial Peculiar Membrane protein	759	YJL066C	S000003602	ORF
VPS53	OTHER	1	VPS53	S. cerevisiae	Vacuolar Protein Sorting	2469	YJL029C	S000003566	ORF
NBP1	OTHER	1	NBP1	S. cerevisiae	Nap1 Binding Protein	960	YLR457C	S000004449	ORF
YMR226C	OTHER	1		S. cerevisiae		804	YMR226C	S000004839	ORF
NIF3	OTHER	1	NIF3	S. cerevisiae	Ngg1p-Interacting Factor	867	YGL221C	S000003189	ORF
YHC3	OTHER	1	YHC3	S. cerevisiae	Yeast Homolog of human Cln3	1227	YJL059W	S000003595	ORF
TAF6	OTHER	1	TAF6	S. cerevisiae	TATA binding protein-Associated Factor	1551	YGL112C	S000003080	ORF
POL3	OTHER	1	POL3	S. cerevisiae	POLymerase	3294	YDL102W	S000002260	ORF
TIM18	OTHER	1	TIM18	S. cerevisiae	Translocase of the Inner Mitochondrial membrane	579	YOR297C	S000005823	ORF
YKR017C	OTHER	1	HEL1	S. cerevisiae	Histone E3 Ligase	1656	YKR017C	S000001725	ORF
CSE4	OTHER	1	CSE4	S. cerevisiae	Chromosome SEgregation	690	YKL049C	S000001532	ORF
POG1	OTHER	1	POG1	S. cerevisiae	Promoter Of Growth	1056	YIL122W	S000001384	ORF
STH1	OTHER	1	STH1	S. cerevisiae	SNF Two Homolog	4080	YIL126W	S000001388	ORF
CLB4	OTHER	1	CLB4	S. cerevisiae	CycLin B	1383	YLR210W	S000004200	ORF
SET5	OTHER	1	SET5	S. cerevisiae	SET domain-containing	1581	YHR207C	S000001250	ORF
RAD51	OTHER	1	RAD51	S. cerevisiae	RADiation sensitive	1203	YER095W	S000000897	ORF
FHL1	OTHER	1	FHL1	S. cerevisiae	Fork Head-Like	2811	YPR104C	S000006308	ORF
SRO7	OTHER	1	SRO7	S. cerevisiae	Suppressor of rho3	3102	YPR032W	S000006236	ORF
YOL024W	OTHER	1		S. cerevisiae		519	YOL024W	S000005384	ORF
EPT1	OTHER	1	EPT1	S. cerevisiae	EthanolaminePhosphoTransferase	1267	YHR123W	S000001165	ORF
YLR049C	OTHER	1	MLO50	S. cerevisiae	Mitochondrially LOcalized protein of 50 kDa	1287	YLR049C	S000004039	ORF
UME6	OTHER	1	UME6	S. cerevisiae	Unscheduled Meiotic gene Expression	2511	YDR207C	S000002615	ORF
FKS1	OTHER	1	FKS1	S. cerevisiae	FK506 Sensitivity	5631	YLR342W	S000004334	ORF
TAF6	OTHER	1	TAF6	S. cerevisiae	TATA binding protein-Associated Factor	1551	YGL112C	S000003080	ORF
DBF2	OTHER	1	DBF2	S. cerevisiae	DumbBell Former	1719	YGR092W	S000003324	ORF
BUD13	OTHER	1	BUD13	S. cerevisiae	BUD site selection	801	YGL174W	S000003142	ORF
ADK2	OTHER	1	ADK2	S. cerevisiae	ADenylate Kinase	678	YER170W	S000000972	ORF
YMR226C	OTHER	1		S. cerevisiae		804	YMR226C	S000004839	ORF
TDA11	OTHER	1	TDA11	S. cerevisiae	Topoisomerase I Damage Affected	1515	YHR159W	S000001202	ORF
HRD1	OTHER	1	HRD1	S. cerevisiae	HMG-coA Reductase Degradation	1656	YOL013C	S000005373	ORF
RTT109	OTHER	1	RTT109	S. cerevisiae	Regulator of Ty1 Transposition	1311	YLL002W	S000003925	ORF
HPA3	OTHER	1	HPA3	S. cerevisiae	Histone and other Protein Acetyltransferase	486	YEL066W	S000000792	ORF
SWM2	OTHER	1	SWM2	S. cerevisiae	Synthetic With mud2-delta	441	YNR004W	S000005287	ORF
